"AGNC_DRVG_CMPN_ID","AGNC_DRVG_WDAR_ARA_SCTIN_NM","AGNC_DRVG_ARA_SCTIN_NM","AGNC_DRVG_CMPN_NM","AGNC_DRVG_RPRST_NM","AGNC_DRVG_TLNO","AGNC_DRVG_WEBS_NM",DATA_CONNO,"OPERT_TPCD","OCCRR_DTM","CNTCT_BGN_DTM","CNTCT_PRCES_DTM","CNTCT_PRCES_STCD","TRNSA_ID"
"DARW00453","경기","고양","나래콜","김한재","1588-6613",NULL,226,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00455","경기","고양","815","최순필","080-0880-815",NULL,227,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00457","경기","고양","애니콜","안영재",NULL,NULL,228,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00459","경기","광주","LG","이재균","080-636-5555",NULL,229,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00461","경기","광주","육육대리","조은화","080-669-6699",NULL,230,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00463","경기","광주","광주대리","조대성","080-365-0077",NULL,231,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00465","경기","광주","에이스","정맹환","031-769-6393",NULL,232,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00467","경기","구리","한국대리(구리)","박상남","080-444-1616",NULL,233,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00469","경기","김포","한길(김포)","김주성",NULL,NULL,234,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00471","경기","김포","해피콜(검단)","강태인","032-564-1477",NULL,235,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00473","경기","김포","스카이","윤정수","1544-1269",NULL,236,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00475","경기","남양주","논스톱대리","신명례","1644-5994",NULL,237,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00477","경기","남양주","이지카대리운전","이진영","080-722-7777",NULL,238,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00479","경기","남양주","스피드","김승태","080-513-1111",NULL,239,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00481","경기","부천","무궁화대리운전","손기영","1577-1444",NULL,240,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00483","경기","부천","진주만대리운전","이정민","1588-1941",NULL,241,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00485","경기","부천","오오대리","배상흡","1566-4655",NULL,242,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00487","경기","부천","세븐콜","이영수","080-771-0707",NULL,243,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00489","경기","부천","VIP","김재윤","1588-8788",NULL,244,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00491","경기","부천","J대리운전","정태광","1544-4551",NULL,245,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00493","경기","부천","팔도","이승훈","080-007-3515",NULL,246,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00495","경기","부천","일광대리","조재광","080-032-1588",NULL,247,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00497","경기","부천","응삼이","황병철","080-032-1111",NULL,248,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00499","경기","부천","쌍용대리운전","박혜영","080-350-7788",NULL,249,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00501","경기","부천","스피드","형남술","1688-5866",NULL,250,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00503","경기","부천","무궁화","손재경","1577-1444",NULL,251,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00505","경기","부천","마이카","이성준","1544-8890",NULL,252,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00507","경기","부천","명성대리운전","오영춘","080-777-7775",NULL,253,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00509","경기","부천","마이홈서비스","이미숙","1688-7771",NULL,254,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00511","경기","부천","가고파","권혁직",NULL,NULL,255,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00513","경기","부천","바로콜","최기환","1588-8056",NULL,256,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00515","경기","성남","라이프","홍영선","080-707-0026",NULL,257,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00517","경기","성남","강남콜","김응주","02-543-4408",NULL,258,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00519","경기","성남","VIP","김종호","080-442-3333",NULL,259,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00521","경기","성남","팔도","박성수","080-721-8585",NULL,260,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00523","경기","성남","토탈","김장석","080-3650-080",NULL,261,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00525","경기","성남","콜스타","김종용","1688-8294",NULL,262,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00527","경기","성남","코리아드라이브","이호근","1566-1216",NULL,263,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00529","경기","성남","베스토콜","서종운","1544-1094",NULL,264,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00531","경기","성남","바로콜","손광익","080-770-8599",NULL,265,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00533","경기","성남","모범","손봉기","080-7035-080",NULL,266,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00535","경기","성남","고고","김용운","080-708-6666",NULL,267,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00537","경기","성남","해피콜","이우행","031-721-1231",NULL,268,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00539","경기","수원","해피콜대리운전","이덕희","1588-9766",NULL,269,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00541","경기","수원","현대대리운전","윤정희","080-3355-882",NULL,270,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00543","경기","수원","MK","김기정","1644-0082",NULL,271,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00545","경기","수원","SK","강성윤","1588-1996",NULL,272,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00547","경기","수원","삼오대리","안창우","1688-3535",NULL,273,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00549","경기","수원","대타대리","김대동","1688-0272","www.1688-0272.co.kr",274,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00551","경기","수원","천하통일","정경선","1688-4444",NULL,275,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00553","경기","수원","오리엔탈","김정쇠","031-8004-8109",NULL,276,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00555","경기","수원","토마토","차숙경","1588-7751",NULL,277,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00557","경기","수원","코리아대리운전","박상배","1588-1050",NULL,278,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00559","경기","수원","둘리대리운전","신정옥","1588-5356",NULL,279,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00561","경기","수원","베스트대리운전","윤여춘","1588-1993",NULL,280,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00563","경기","수원","성모","김근희","1588-8590",NULL,281,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00565","경기","수원","씨티대리운전","이용재","1588-8232",NULL,282,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00567","경기","수원","스타대리","항규봉",NULL,NULL,283,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00569","경기","수원","애니타임","이기로","1588-1670",NULL,284,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00571","경기","수원","윙크","김해남","1588-6664",NULL,285,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00573","경기","시흥","안산시흥대리운전연합(j.s그룹)","서경성","031-434-1718",NULL,286,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00575","경기","시흥","애니콜","박은순","080-060-5555",NULL,287,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00577","경기","시흥","국민","이지훈","1577-8666",NULL,288,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00579","경기","시흥","안산","홍성현","1566-5444",NULL,289,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00581","경기","시흥","OK","하경옥","080-260-1212",NULL,290,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00583","경기","시흥","스피드","이정노","031-431-6874",NULL,291,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00585","경기","시흥","경기","이용달","1577-5666",NULL,292,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00587","경기","시흥","이상록운전대행서비스","이상록","080-292-1291",NULL,293,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00589","경기","안산","행복지킴이","박광진","1588-1942",NULL,294,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00591","경기","안산","스마일","김영식","1588-5414",NULL,295,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00593","경기","안산","하나","문시열","080-502-8220",NULL,296,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00595","경기","안산","우리대리","김경희",NULL,NULL,297,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00597","경기","안산","스마일(안산)","황병구","080-345-0808",NULL,298,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00599","경기","안산","상록수","김풍식","080-482-8484",NULL,299,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00601","경기","안산","짱대리운전","김병수","031-418-7123",NULL,300,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00603","경기","안산","386대리운전","강민구","1588-0386",NULL,301,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00605","경기","안산","경기삼삼콜","최행호","031-333-3333",NULL,302,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00607","경기","안산","그린대리운전","신미라","1644-7899",NULL,303,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00609","경기","안양","가고파","성은하","080-335-1235",NULL,304,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00611","경기","안양","㈜이클립스벤처스그룹","조재성","1588-4553",NULL,305,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00613","경기","안양","M서비스",NULL,NULL,NULL,306,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00615","경기","안양","하나","박귀식","080-776-9595",NULL,307,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00617","경기","안양","크로바","김미한","080-303-1818",NULL,308,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00619","경기","안양","엄지(안양)","김영수",NULL,NULL,309,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00621","경기","안양","스마일(안양)","성호진","080-012-8585",NULL,310,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00623","경기","안양","세븐콜서비스(군포)","홍순희","1566-1003",NULL,311,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00625","경기","안양","믿음","손 격","080-225-6565",NULL,312,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00627","경기","안양","대한민국","강재원","1588-3868",NULL,313,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00629","경기","안양","굿이브닝서비스","이종구","1588-0755",NULL,314,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00631","경기","안양","공일일","문명희","080-0111-080",NULL,315,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00633","경기","안양","25시 대리운전","최용식","031-444-6666",NULL,316,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00635","경기","오산","하나서비스","장동호","080-377-5778",NULL,317,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00637","경기","오산","씽카스(오산)","최완재","1544-8474",NULL,318,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00639","경기","용인","산타","임학원","1544-8559",NULL,319,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00641","경기","용인","예스콜","안문하","1588-0727","www.ycall.co.kr",320,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00643","경기","용인","돈키호테","고광희","1588-7567",NULL,321,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00645","경기","용인","예스","이원재","1588-3324",NULL,322,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00647","경기","용인","로얄","고중한","1588-3223",NULL,323,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00649","경기","용인","땡큐","김학범","1688-7785",NULL,324,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00651","경기","용인","뉴타운(용인)","이현곤",NULL,NULL,325,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00653","경기","용인","골드대리운전","김현진","1588-0043",NULL,326,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00655","경기","용인","(주)오토월드","최병철","1588-0585",NULL,327,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00657","경기","의왕","의왕","김영묵","080-113-8259",NULL,328,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00659","경기","의정부","114대리","박병권","1600-6114",NULL,329,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00661","경기","의정부","영원대리","김만희","1566-2344",NULL,330,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00663","경기","의정부","곰돌이 대리운전","유재석","1566-8559",NULL,331,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00665","경기","의정부","글로벌서비스","김만희","031-841-0651",NULL,332,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00667","경기","화성","MK대리","문병진","1688-2825",NULL,333,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00669","경기","화성","엠케이운전대행","문병진","1688-2825",NULL,334,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00671","강원","속초","오오오대리운전",NULL,NULL,NULL,335,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00673","강원","영월","영월대리운전",NULL,"033-375-4700",NULL,336,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00675","강원","원주","오천대리운전",NULL,"033-900-5000",NULL,337,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00677","강원","원주","오천번대리운전",NULL,"033-747-5000",NULL,338,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00679","강원","원주","원주콜대리운전",NULL,"033-900-7000",NULL,339,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00681","강원","원주","원주대리운전",NULL,"033-748-7000",NULL,340,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00683","강원","원주","마이대리운전","최천희","033-764-7802",NULL,341,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00685","강원","원주","에이스대리운전",NULL,NULL,NULL,342,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00687","강원","원주","천하통일대리운전",NULL,"1588-8594",NULL,343,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00689","강원","춘천","남춘천대리운전","안재양","033-911-6666",NULL,344,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00691","강원","태백시","(주)경산개발주식회사","이재우","1588-8516",NULL,345,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00693","강원","평창","평창대리운전",NULL,"033-333-7755",NULL,346,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00695","충북","제천","제천대리운전",NULL,"033-645-1252",NULL,347,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00697","충북","제천","팡팡대리운전",NULL,"033-641-5778",NULL,348,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00699","충북","청주","청주기사방",NULL,NULL,NULL,349,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00701","충남","조치원","ok대리","김순선","041-866-7000",NULL,350,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00703","대전","대전","콜24시","정덕희","042-536-9874",NULL,351,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00705","대전","대전","전국콜","성대현","042-717-1791",NULL,352,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00707","대전","대전","해피콜대리운전","황은주","1544-4444",NULL,353,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00709","대전","대전","시티콜(대전)","최성규","1688-8888",NULL,354,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00711","대전","대전","카콤","이성산","042-584-0300",NULL,355,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00713","대전","대전","탑콜대리운전","이우재","042-3333-0000",NULL,356,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00715","대전","대전","3651띠띠빵빵","강인석","042-2200-2200",NULL,357,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00717","대전","대전","대전사랑","백동현","042-3355-3355",NULL,358,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00719","전북","김제","금만대리","김영순",NULL,NULL,359,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00721","전북","전주","7000콜(전북전주)","윤왕근","080-080-7000",NULL,360,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00723","전북","전주","두리두리(전북전주)","황태경","063-222-2222",NULL,361,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00725","전북","전주","예스콜","김광현","063-228-6666",NULL,362,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00727","전북","전주","칠천콜","박면규","1566-2700",NULL,363,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00729","전남","목포","유달대리","장승호","061-278-8118",NULL,364,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00731","전남","순천","하이트대리","마동안","080-724-4900",NULL,365,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00733","전남","여수","5119서비스","정일훈","080-811-9080",NULL,366,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00735","광주","광주","포유","오경록","444-4444",NULL,367,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00737","광주","광주","시티드라이브","류훈주","1588-6666","www.대리운전서비스.com",368,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00739","광주","광주","우리대리","남선일","1600-8282",NULL,369,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00741","광주","광주","SMILE","남정두","1544-5444",NULL,370,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00743","광주","광주","518","김남동",NULL,NULL,371,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00745","광주","광주","안전지대","나영세",NULL,NULL,372,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00747","경북","경주","보디가드","박충만","054-741-0543",NULL,373,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00749","경북","칠곡군","칠곡연합대리운전","황준호","054-973-4455",NULL,374,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00751","경북","포항","포항시 통합콜센터","이상현",NULL,NULL,375,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00753","경남","김해","삼백콜대리운전","한철헌","055-325-4000",NULL,376,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00755","경남","김해","쌍용대리","김동식","055-326-1144",NULL,377,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00757","경남","마산","700만불","이민우","055-222-7777",NULL,378,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00759","경남","마산","안전대리","김응열","055-222-2214",NULL,379,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00761","경남","마산","프린스","이부귀","055-222-2988",NULL,380,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00763","경남","마산","경남콜","류민형","055-262-5555",NULL,381,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00765","경남","마산","산삼콜","김명수","055-288-8585",NULL,382,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00767","경남","마산","114대리","박선봉","055-223-0114",NULL,383,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00769","경남","마산","마창콜","배지성","055-222-5522",NULL,384,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00771","경남","마산","77콜","전은숙","055-246-7777",NULL,385,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00773","경남","마산","무궁화","김창옥","080-400-0815",NULL,386,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00775","경남","마산","현대대리운전","정미영","055-222-6600",NULL,387,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00777","경남","마산","좋은친구들","엄승현","055-222-2552",NULL,388,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00779","경남","마산","해피콜체인본사(마산)","최기석","1544-4444",NULL,389,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00781","경남","마산","은하철도999","김성겸","055-299-9999",NULL,390,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00783","경남","밀양","스피드대리운전(밀양)",NULL,NULL,NULL,391,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00785","경남","진주","구구운전대행","김기용",NULL,NULL,392,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00787","경남","진주","진주운전대행","이종훈",NULL,NULL,393,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00789","경남","진주","신우원콜","배지훈","080-248-8585",NULL,394,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00791","경남","진주","코리아운전대행","하순환","055-753-7800",NULL,395,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00793","경남","진주","74대리","김원배","055-744-4444",NULL,396,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00795","경남","진주","백마콜","유해국","080-755-0707",NULL,397,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00797","경남","진주","우먼대리","김철헌","080-669-7777",NULL,398,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00799","경남","진주","넘버원","서영철","055-748-6111",NULL,399,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00801","경남","진주","한마음","정말균","055-746-0848",NULL,400,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00803","경남","진주","전국콜","이원기","055-754-6633",NULL,401,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00805","경남","진주","그린운전대행","박필순","055-761-1457",NULL,402,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00807","경남","진주","마담","안현호","055-742-3636",NULL,403,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00809","경남","진주","일사천리","김상수","055-752-5687",NULL,404,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00811","경남","진주","번개","이점순","055-763-7888",NULL,405,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00813","경남","진주","파랑새","김영란","055-755-7799",NULL,406,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00815","경남","진주","안전운전대행","정문자","055-748-7026",NULL,407,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00817","경남","진주","영대리","이영희","055-762-8351",NULL,408,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00819","경남","진해","와우대리","이영섭","055-544-2323",NULL,409,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00821","경남","창원","좋은사람들","김동균","055-224-9999",NULL,410,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00823","경남","창원","중앙대리운전","박재봉","055-252-2222",NULL,411,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00825","경남","창원","하나대리운전","서기용","055-221-1111",NULL,412,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00827","경남","창원","운수대통","여태기","080-222-3333",NULL,413,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00829","경남","창원","스피드 대리","박희준","1588-4558",NULL,414,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00831","경남","창원","빨리콜","이선희","055-282-8282",NULL,415,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00833","경남","창원","에이스대리운전","조종인","055-311-1111",NULL,416,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00835","경남","창원","일공일공대리운전","강동성","055-253-1010",NULL,417,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00837","경남","창원","이오콜대리운전","한용귀","055-255-5555",NULL,418,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00839","경남","창원","이삼콜","배태훈","055-222-3333",NULL,419,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00841","경남","창원","예스대리운전","박남훈","055-299-8818",NULL,420,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00843","경남","창원","크로바","김호년","055-273-2333",NULL,421,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00845","경남","창원","보디가드","김광혁","080-366-6666",NULL,422,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00847","경남","창원","315대리운전","배태훈외2명","1577-0315",NULL,423,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00849","경남","창원","2002대리운전","팽현식","055-255-2012",NULL,424,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00851","경남","창원","007대리운전","구영우","055-277-777",NULL,425,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00853","경남","창원","삼하나로대리운전","최용식","080-311-1111",NULL,426,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00855","대구","OK","OK대리","김상열",NULL,NULL,427,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00857","대구","대구","대구사랑 내당점","하동욱","1544-7979",NULL,428,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00859","대구","대구","대구사랑 중리점","이귀숙","1544-7979",NULL,429,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00861","대구","대구","대구사랑 평리점","최진생","1544-7979",NULL,430,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00863","대구","대구","대구사랑 상인점","이명구","1544-7979",NULL,431,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00865","대구","대구","대구사랑 만촌점","진영아","1544-7979",NULL,432,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00867","대구","대구","대구사랑 칠곡점","박상근","1544-7979",NULL,433,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00869","대구","대구","대구사랑 신천점","이동춘","1544-7979",NULL,434,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00871","대구","대구","대구사랑 신암점","권영준","1544-7979",NULL,435,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00873","대구","대구","대구사랑 대곡점","양명석","1544-7979",NULL,436,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00875","대구","대구","대구사랑 동구점","이갑열","1544-7979",NULL,437,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00877","대구","대구","대구사랑","김병율","1544-7979",NULL,438,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00879","대구","대구","대구사랑 중앙점","김정례","1544-7979",NULL,439,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00881","대구","대구","대구사랑 죽전점","김봉춘","1544-7979",NULL,440,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00883","대구","대구","대구사랑 시지점","전혜은","1544-7979",NULL,441,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00885","대구","대구","대구사랑 수성점","허우근","1544-7979",NULL,442,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00887","대구","대구","대구사랑 지산점","박재우","1544-7979",NULL,443,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00889","대구","대구","대구사랑 달서점","강성열","1544-7979",NULL,444,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00891","대구","대구","대구사랑 월성점","도규진","1544-7979",NULL,445,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00893","대구","대구","67(대구)","신상용","053-666-7777",NULL,446,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00895","울산","울산","삼구삼구","조광래","052-222-3939",NULL,447,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00897","울산","울산","화봉콜","김은주","052-258-8289",NULL,448,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00899","울산","울산","평양","김규열","052-222-7007",NULL,449,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00901","울산","울산","태화","김강","052-275-9602",NULL,450,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00903","울산","울산","삼육","박상철","052-222-0036",NULL,451,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00905","울산","울산","경호","안정택","052-247-0222",NULL,452,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00907","울산","울산","육육","김병용","052-286-6666",NULL,453,"I","20201125000000",NULL,NULL,"N",NULL
