순번,행정구역(구),행정구역(동),행정구역(리),지번,교차로,신호등존재유무,가로길이,세로길이,면적,경도,위도
2899,강서구,명지동,,Jan-93,우진메디칼입구,유,,,,128.9028503,35.09115009
2900,강서구,명지동,,20-Feb,중흥S클래스 프라디움,유,0,0,0,128.9161706,35.09602008
2901,강서구,구랑동,,1246,미음지구1공구-7지점,유,6,30,173,128.8576268,35.13578482
2902,강서구,구랑동,,1246,미음지구1공구-7지점,유,7,35,196,128.8579616,35.13547629
2903,강서구,구랑동,,852-2,미음지구1공구-1지점,유,8,35,284,128.8509064,35.12452371
2904,강서구,송정동,,1648-6,세보테크 앞,유,8,15,127,128.8618057,35.09347790
2905,강서구,송정동,,1662-3,세보테크 앞,유,9,15,124,128.8623327,35.09347669
2906,강서구,대저2동,,31-Jan,공항입구,유,7,20,135,128.9520185,35.17961320
2907,강서구,구랑동,,1223-3,미음지구 4구역 삼거리,유,7,19,99,128.8591269,35.12300853
2908,강서구,구랑동,,1222-2,미음지구 4구역 사거리,유,6,14,86,128.8563862,35.12603607
2909,강서구,구랑동,,1222-1,미음지구 4구역 사거리,유,6,19,125,128.8560580,35.12639831
2910,강서구,봉림동,,865-13,장유 ~ 가락간 대흥2교차로,유,7,33,208,128.8956403,35.17610319
2911,강서구,봉림동,,865-13,장유 ~ 가락간 대흥2교차로,유,6,33,201,128.8960064,35.17606734
2912,강서구,봉림동,,997-1,장유 ~ 가락간 대흥1교차로,유,6,32,191,128.8879985,35.17672452
2913,강서구,봉림동,,997-1,장유 ~ 가락간 대흥1교차로,유,6,31,189,128.8885408,35.17667098
2914,강서구,봉림동,,06월 23일,금룡주유소,유,8,17,139,128.9030030,35.18626395
2915,강서구,봉림동,,868-2,봉림지하차도,유,13,23,143,128.9007778,35.17572638
2916,강서구,봉림동,,868-2,봉림지하차도,유,12,39,248,128.9010572,35.17587832
2917,강서구,봉림동,,868-2,봉림지하차도,유,6,41,251,128.9010650,35.17558060
2918,강서구,생곡동,,122-15,강서청소시설관리사업소,유,9,25,207,128.8808768,35.13793152
2919,강서구,생곡동,,126-39,강서청소시설관리사업소,유,7,28,170,128.8854682,35.13691969
2920,강서구,송정동,,1619-8,삼성전기후문,유,12,19,122,128.8558393,35.09797539
2921,강서구,구랑동,,1246,구랑주유소,유,8,20,164,128.8556212,35.12688488
2922,강서구,구랑동,,1246,구랑주유소,유,6,30,174,128.8551318,35.12742426
2923,강서구,구랑동,,1246,구랑주유소,유,8,39,331,128.8550586,35.12705011
2924,강서구,구랑동,,1246,구랑주유소,유,8,40,326,128.8555734,35.12736071
2925,강서구,녹산동,,601-1,화전지구산업단지- 11구역,유,8,27,217,128.8718779,35.10440253
2926,강서구,녹산동,,601-1,화전지구산업단지- 11구역,유,9,26,196,128.8721937,35.10448560
2927,강서구,녹산동,,601-1,화전지구산업단지- 11구역,유,8,28,222,128.8721016,35.10473220
2928,강서구,화전동,,649,화전지구산업단지- 10구역,유,9,21,163,128.8782527,35.10619806
2929,강서구,화전동,,649,화전지구산업단지- 10구역,유,8,21,164,128.8782458,35.10597772
2930,강서구,화전동,,649,화전지구산업단지- 10구역,유,7,12,63,128.8784377,35.10608357
2931,강서구,죽림동,,745-2,가락 오봉주유소,유,6,13,79,128.9012323,35.19618360
2932,강서구,죽림동,,745-2,가락 오봉주유소,유,8,17,136,128.9010879,35.19608658
2933,강서구,죽림동,,741-1,가락 오봉주유소,유,8,16,131,128.9013140,35.19604758
2934,강서구,죽림동,,921-6,가락농협,유,8,17,133,128.9025310,35.19502038
2935,강서구,죽림동,,962,강동교,유,8,22,173,128.9036058,35.19217458
2936,강서구,죽림동,,962,강동교,유,8,22,167,128.9037142,35.19193064
2937,강서구,죽림동,,1036-4,강동교,유,7,16,101,128.9038353,35.19208449
2938,강서구,화전동,,185,화전지구산업단지- 21구역,유,6,28,170,128.8870678,35.09602302
2939,강서구,화전동,,676,화전지구산업단지- 9구역,유,8,31,254,128.8880940,35.10819571
2940,강서구,화전동,,676,화전지구산업단지- 9구역,유,6,31,177,128.8881190,35.10848845
2941,강서구,녹산동,,737,화전지구산업단지- 6구역,유,9,36,279,128.8729623,35.10847936
2942,강서구,녹산동,,737,화전지구산업단지- 6구역,유,8,24,192,128.8729508,35.10819973
2943,강서구,녹산동,,737,화전지구산업단지- 6구역,유,9,17,125,128.8731971,35.10836643
2944,강서구,녹산동,,189-13,화전지구산업단지- 5구역,유,8,28,218,128.8872224,35.11165260
2945,강서구,녹산동,,590-10,화전지구산업단지- 5구역,유,8,31,234,128.8875004,35.11138741
2946,강서구,녹산동,,391-2,화전지구산업단지- 2구역,유,8,24,191,128.8836790,35.11249875
2947,강서구,녹산동,,615-3,화전지구산업단지 - 1구역,유,8,26,213,128.8768932,35.11245653
2948,강서구,녹산동,,605-11,화전지구산업단지 - 1구역,유,9,28,200,128.8782328,35.11228129
2949,강서구,녹산동,,605-11,화전지구산업단지 - 1구역,유,8,26,213,128.8784731,35.11245563
2950,강서구,녹산동,,571-8,화전지구산업단지 - 1구역,유,8,26,214,128.8780000,35.11245712
2951,강서구,봉림동,,768-51,통전마을입구,유,8,37,304,128.9010571,35.17950997
2952,강서구,명지동,,3283,명지주거단지 29지점,유,8,16,131,128.9075366,35.07962044
2953,강서구,명지동,,3283,명지주거단지 28지점,유,6,19,118,128.9053645,35.07963276
2954,강서구,명지동,,3238-17,명지주거단지 24지점,유,8,19,162,128.9036006,35.08176813
2955,강서구,명지동,,3240,명지주거단지 24지점,유,8,19,162,128.9035992,35.08220023
2956,강서구,명지동,,3283,명지주거단지 19지점,유,8,16,132,128.9115317,35.08183526
2957,강서구,명지동,,May-63,명지주거단지 12지점,유,8,16,131,128.9115312,35.08414266
2958,강서구,명지동,,Jan-63,명지주거단지 12지점,유,8,16,132,128.9115318,35.08452736
2959,강서구,명지동,,3297,명지주거단지 10지점,유,8,16,136,128.9117795,35.08658625
2960,강서구,명지동,,3297,명지주거단지 10지점,유,8,16,128,128.9118500,35.08688551
2961,강서구,명지동,,3283,명지주거단지 27지점,유,8,16,135,128.9033042,35.07961554
2962,강서구,명지동,,3284,명지주거단지 27지점,유,8,16,133,128.9038778,35.07961812
2963,강서구,명지동,,3284,명지주거단지 27지점,유,8,20,162,128.9036024,35.07985158
2964,강서구,명지동,,3280,명지주거단지 26지점,유,9,16,137,128.8996586,35.07961431
2965,강서구,명지동,,3280,명지주거단지 21지점,유,8,16,134,128.8960581,35.08214904
2966,강서구,명지동,,3275,명지주거단지 13지점,유,8,16,134,128.8960572,35.08411109
2967,강서구,명지동,,3301,명지주거단지 1지점(신항만주유소),유,5,23,90,128.8969769,35.08884481
2968,강서구,명지동,,3300,명지주거단지 1지점(신항만주유소),유,7,33,189,128.8971763,35.08902335
2969,강서구,생곡동,,1095-2,둔치2호교,유,8,24,198,128.8944236,35.13529493
2970,강서구,생곡동,,16-119,세산이주단지,유,8,28,231,128.8907024,35.13635824
2971,강서구,죽동동,,487,가락LPG가스충전소,유,16,7,102,128.8905072,35.20917540
2972,강서구,죽동동,,487,가락 화성조경,유,16,7,102,128.8912067,35.20663289
2973,강서구,죽동동,,487,가락 현대어린이집,유,11,17,104,128.8916868,35.20486890
2974,강서구,죽동동,,1096-8,송산추어탕,유,11,17,105,128.8922240,35.20316067
2975,강서구,죽동동,,1096-8,죽림LPG가스충전소,유,6,17,102,128.8927533,35.20170373
2976,강서구,죽동동,,1096-8,죽림LPG가스충전소,유,11,16,101,128.8928514,35.20143444
2977,강서구,죽동동,,1096-8,죽림LPG가스충전소,유,7,14,86,128.8929579,35.20159776
2978,강서구,죽동동,,546,가락 미곡처리장,유,3,7,24,128.8943672,35.19746609
2979,강서구,죽동동,,224,가락 미곡처리장,유,6,11,64,128.8945429,35.19749517
2980,강서구,죽림동,,623-2,가락초등학교,유,6,7,41,128.8970521,35.19626251
2981,강서구,죽림동,,623-2,가락초등학교,유,6,7,41,128.8970255,35.19617496
2982,강서구,죽림동,,623-2,가락초등학교,유,6,7,44,128.8969219,35.19608533
2983,강서구,녹산동,,627-58,녹산배수펌프장,유,6,28,180,128.9004083,35.11976301
2984,강서구,송정동,,1750-4,견마교입구,유,6,26,157,128.8329157,35.08924602
2985,강서구,송정동,,1750-4,견마교입구,유,14,25,223,128.8336181,35.08896897
2986,강서구,성북동,,1501,북컨테이너배후부지 X지점,유,,,,128.8309773,35.08696310
2987,강서구,성북동,,1533,북컨테이너배후부지 X지점,유,8,14,115,128.8309429,35.08732981
2988,강서구,성북동,,1533,북컨테이너배후부지 X지점,유,6,29,176,128.8313968,35.08731598
2989,강서구,강동동,,Feb-92,강동교회,유,6,14,83,128.9086956,35.19206814
2990,강서구,강동동,,2651,덕포정미소,유,6,14,84,128.9138673,35.19156386
2991,강서구,강동동,,1659,덕도초등학교,유,6,14,89,128.9159874,35.19139155
2992,강서구,녹산동,,5-90,녹산보건소,유,7,23,154,128.8961078,35.12372411
2993,강서구,강동동,,20-Jan,삼광초교,유,6,7,45,128.9167284,35.15189286
2994,강서구,명지동,,614-110,명지신포마을,유,9,40,348,128.9338723,35.11440086
2995,강서구,화전동,,676,녹산하영산업앞 삼거리(화전지구15구역),유,8,32,255,128.8877059,35.10371944
2996,강서구,화전동,,676,녹산하영산업앞 삼거리(화전지구15구역),유,8,31,254,128.8877404,35.10412545
2997,강서구,지사동,,1270,지사6지점,유,8,27,217,128.8359049,35.14893661
2998,강서구,지사동,,1270,지사6지점,유,8,23,183,128.8362730,35.14895074
2999,강서구,지사동,,1236,지사4지점,유,6,17,103,128.8306802,35.14916837
3000,강서구,지사동,,1236,지사4지점,유,6,22,140,128.8304370,35.14890631
3001,강서구,지사동,,1236,지사4지점,유,6,17,104,128.8307086,35.14870733
3002,강서구,지사동,,1236,지사4지점,유,6,26,159,128.8309216,35.14895435
3003,강서구,지사동,,1329,지사11지점,유,6,14,83,128.8245185,35.14169479
3004,강서구,지사동,,1267,지사10지점,유,6,14,82,128.8282724,35.14415619
3005,강서구,지사동,,산139,지사1지점,유,6,19,120,128.8111582,35.14937865
3006,강서구,지사동,,1356,지사12지점,유,6,19,115,128.8093358,35.14942171
3007,강서구,지사동,,1267,지사9지점,유,6,14,78,128.8301160,35.14591981
3008,강서구,지사동,,1197-1,지사8지점,유,7,21,115,128.8306843,35.15081527
3009,강서구,지사동,,1197-1,지사8지점,유,7,18,102,128.8307186,35.15051707
3010,강서구,지사동,,1198-3,지사5지점,유,8,23,188,128.8327260,35.14894769
3011,강서구,지사동,,1198-3,지사5지점,유,6,22,139,128.8331371,35.14894421
3012,강서구,지사동,,1257,지사3지점,유,6,20,122,128.8245922,35.14891286
3013,강서구,지사동,,1343,지사2지점,유,6,20,118,128.8193325,35.14960152
3014,강서구,송정동,,1512-1,녹산화물터미널,유,10,19,120,128.8357749,35.09795116
3015,강서구,신호동,,311-8,신호공단3-11지점,유,7,13,88,128.8751331,35.08132626
3016,강서구,신호동,,303,신호공단3-9지점,유,6,20,125,128.8730032,35.08237624
3017,강서구,신호동,,303,신호공단3-4지점,유,8,20,168,128.8729993,35.08543817
3018,강서구,신호동,,303,신호공단3-4지점,유,8,21,173,128.8730011,35.08590573
3019,강서구,신호동,,303,신호공단3-1지점,유,8,20,165,128.8729991,35.08770064
3020,강서구,지사동,,산 273,지사과학산업단지 2지점,유,8,23,188,128.8453490,35.14387260
3021,강서구,생곡동,,1073,지사과학산업단지 진입로,유,8,26,206,128.8609800,35.13267649
3022,강서구,생곡동,,1072,지사과학산업단지 진입로,유,8,28,234,128.8610333,35.13238619
3023,강서구,녹산동,,02월 28일,능엄사입구,유,6,26,162,128.8965205,35.12103103
3024,강서구,송정동,,1624,삼성전기정문,유,7,15,93,128.8558251,35.09346641
3025,강서구,송정동,,1437-79,송정1배수펌프장,유,6,24,150,128.8394301,35.10375428
3026,강서구,송정동,,1437-79,송정1배수펌프장,유,8,26,197,128.8394340,35.10406726
3027,강서구,강동동,,1659,서부환경사업소,유,7,7,54,128.9248586,35.19574897
3028,강서구,신호동,,257,신호지방산업단지(9),유,8,13,109,128.8772569,35.08132627
3029,강서구,신호동,,205-2,신호지방산업단지(3),유,8,13,108,128.8819639,35.08720779
3030,강서구,신호동,,205-2,신호지방산업단지(3),유,8,13,113,128.8819675,35.08764749
3031,강서구,대저1동,,2770,강서경기장,유,8,35,282,128.9742656,35.20752260
3032,강서구,신호동,,245-15,신호지방산업단지(5),유,8,13,106,128.8819674,35.08349026
3033,강서구,신호동,,293,신호지방산업단지(6),유,9,13,109,128.8819651,35.08545834
3034,강서구,신호동,,293,신호지방산업단지(6),유,8,13,110,128.8819654,35.08590827
3035,강서구,대저1동,,Aug-49,중앙전파관리소,유,7,24,160,128.9777966,35.20606939
3036,강서구,녹산동,,02월 28일,녹산교,유,6,21,128,128.8942800,35.12205661
3037,강서구,녹산동,,02월 28일,녹산교,유,4,10,40,128.8944141,35.12192685
3038,강서구,녹산동,,02월 28일,녹산교,유,4,20,83,128.8945290,35.12206820
3039,강서구,녹산동,,02월 28일,녹산교,유,6,22,135,128.8945320,35.12227887
3040,강서구,명지동,,Aug-64,사취등마을,유,9,31,267,128.9148990,35.11584946
3041,강서구,녹산동,,255-4,본녹산삼거리,유,8,23,189,128.8847973,35.11302190
3042,강서구,녹산동,,255-4,본녹산삼거리,유,8,17,144,128.8848566,35.11277897
3043,강서구,녹산동,,269,본녹산삼거리,유,6,31,193,128.8860568,35.11229347
3044,강서구,녹산동,,산7-1,수협앞,유,9,21,178,128.8912951,35.11910297
3045,강서구,송정동,,70,신촌마을입구,유,4,25,99,128.8562492,35.11039961
3046,강서구,송정동,,70,신촌마을입구,유,8,26,213,128.8564770,35.11030720
3047,강서구,명지동,,3148,명지동사무소,유,9,32,281,128.9234046,35.11365617
3048,강서구,녹산동,,836-1,산양마을입구,유,8,22,177,128.8696792,35.11238160
3049,강서구,송정동,,1538-1,송정육교밑,유,8,24,195,128.8394388,35.09973078
3050,강서구,대저2동,,Feb-37,본리이주단지,유,9,46,399,128.9591479,35.17563106
3051,강서구,송정동,,1779,녹산명문주유소,유,17,28,149,128.8235537,35.10152332
3052,강서구,송정동,,1779,녹산명문주유소,유,8,25,168,128.8237096,35.10190503
3053,강서구,송정동,,1558-1,녹산공단27-1지점,유,8,19,155,128.8424968,35.09796060
3054,강서구,송정동,,1558-1,녹산공단27-1지점,유,8,19,155,128.8429498,35.09795970
3055,강서구,송정동,,1544-2,녹산공단28-1지점,유,8,24,198,128.8394466,35.09536821
3056,강서구,송정동,,1544-6,녹산공단28-1지점,유,8,24,197,128.8394474,35.09581071
3057,강서구,송정동,,1634,녹산5번신호대,유,8,24,198,128.8568431,35.08896368
3058,강서구,송정동,,1634,녹산5번신호대,유,8,24,201,128.8573848,35.08896432
3059,강서구,명지동,,192-2,진목마을,유,6,27,163,128.9256695,35.11318575
3060,강서구,명지동,,Apr-83,진목마을,유,9,27,234,128.9267652,35.11296050
3061,강서구,대저1동,,1527-1,부산우편집중국주변,유,4,10,43,128.9581336,35.21509067
3062,강서구,대저1동,,1512-1,부산우편집중국주변,유,6,10,59,128.9598962,35.21513362
3063,강서구,생곡동,,120-44,가달마을입구,유,9,24,204,128.8787978,35.13863824
3064,강서구,미음동,,,세산삼거리,유,0,0,0,128.8737745,35.14143589
3065,강서구,생곡동,,1488-15,세산삼거리,유,6,31,197,128.8737990,35.14106214
3066,강서구,생곡동,,1471-4,세산삼거리,유,4,46,197,128.8741495,35.14118554
3067,강서구,생곡동,,591-41,세산삼거리,유,6,32,197,128.8741037,35.14147877
3068,강서구,송정동,,1731-5,"녹산공단35지점(삼보정밀화학공업)",유,8,20,161,128.8526178,35.08440280
3069,강서구,송정동,,1731-5,"녹산공단35지점(삼보정밀화학공업)",유,8,19,155,128.8526234,35.08462750
3070,강서구,송정동,,1709-2,녹산공단32지점(33지점직결),유,19,41,325,128.8394706,35.08579263
3071,강서구,대저2동,,1842-15,AVIS렌트카,유,19,17,185,128.9570329,35.18094634
3072,강서구,송정동,,1468,녹산공단29지점(40번신호대),유,8,18,155,128.8324525,35.09794342
3073,강서구,송정동,,1468,녹산공단29지점(40번신호대),유,9,19,160,128.8329948,35.09794626
3074,강서구,송정동,,1512-3,녹산27지점,유,8,23,179,128.8391104,35.09797245
3075,강서구,송정동,,1512-3,녹산27지점,유,8,24,194,128.8394420,35.09771199
3076,강서구,송정동,,1512-3,녹산27지점,유,8,19,153,128.8397666,35.09795292
3077,강서구,송정동,,1512-3,녹산27지점,유,9,27,211,128.8394250,35.09819729
3078,강서구,송정동,,1558-9,녹산공단25지점,유,6,19,115,128.8457456,35.09796365
3079,강서구,송정동,,1578-1,녹산공단25지점,유,6,15,93,128.8460251,35.09772018
3080,강서구,송정동,,1578-1,녹산공단25지점,유,8,19,153,128.8462974,35.09796434
3081,강서구,송정동,,1578-3,녹산공단23지점,유,8,19,154,128.8489341,35.09796586
3082,강서구,송정동,,1578-3,녹산공단23지점,유,8,19,153,128.8494731,35.09796879
3083,강서구,송정동,,1599-9,녹산21지점(35번신호대),유,8,18,151,128.8523083,35.09796929
3084,강서구,송정동,,1599-8,녹산21지점(35번신호대),유,8,19,152,128.8526012,35.09772757
3085,강서구,송정동,,1599-8,녹산21지점(35번신호대),유,8,19,148,128.8529045,35.09797251
3086,강서구,송정동,,1622-3,녹산공단19지점,유,8,19,153,128.8589057,35.09798207
3087,강서구,송정동,,1640-2,녹산공단19지점,유,8,15,120,128.8591841,35.09773412
3088,강서구,송정동,,1638-2,녹산공단19지점,유,8,19,149,128.8594640,35.09798013
3089,강서구,송정동,,1657,녹산공단18지점(33번 신호대),유,8,19,152,128.8617812,35.09798176
3090,강서구,송정동,,1657,녹산공단18지점(33번 신호대),유,8,19,154,128.8623372,35.09798396
3091,강서구,송정동,,185,녹산16지점,유,8,19,154,128.8657645,35.09823155
3092,강서구,송정동,,1670,녹산16지점,유,8,19,154,128.8654658,35.09798829
3093,강서구,송정동,,185,녹산16지점,유,8,19,156,128.8657652,35.09774467
3094,강서구,송정동,,185,녹산16지점,유,16,15,183,128.8665624,35.09781543
3095,강서구,송정동,,185,녹산16지점,유,9,19,156,128.8660944,35.09798734
3096,강서구,송정동,,185,녹산공단14지점(녹산 21번 신호대),유,8,19,160,128.8684534,35.09380806
3097,강서구,송정동,,185,녹산공단14지점(녹산 21번 신호대),유,8,15,126,128.8682268,35.09348159
3098,강서구,송정동,,185,녹산공단14지점(녹산 21번 신호대),유,8,28,156,128.8687686,35.09345746
3099,강서구,송정동,,1656,녹산3번신호대,유,8,24,197,128.8618047,35.08897020
3100,강서구,송정동,,1656,녹산3번신호대,유,8,24,201,128.8623446,35.08897041
3101,강서구,송정동,,1636,녹산4번신호대,유,8,24,199,128.8589222,35.08896619
3102,강서구,송정동,,1742-15,녹산4번신호대,유,9,16,132,128.8591909,35.08773868
3103,강서구,송정동,,1742-15,녹산4번신호대,유,9,16,133,128.8591983,35.08794014
3104,강서구,송정동,,1636,녹산4번신호대,유,8,24,200,128.8594727,35.08896737
3105,강서구,송정동,,1636,녹산4번신호대,유,9,15,131,128.8591966,35.08923460
3106,강서구,송정동,,1636,녹산4번신호대,유,5,15,75,128.8591956,35.08868705
3107,강서구,송정동,,1615,녹산6번신호대,유,8,24,192,128.8523220,35.08895873
3108,강서구,송정동,,1732,녹산6번신호대,유,9,19,164,128.8526164,35.08771866
3109,강서구,송정동,,1732,녹산6번신호대,유,8,19,157,128.8526196,35.08793676
3110,강서구,송정동,,1615,녹산6번신호대,유,9,24,206,128.8529160,35.08895926
3111,강서구,송정동,,1615,녹산6번신호대,유,9,19,164,128.8526166,35.08922632
3112,강서구,송정동,,1615,녹산6번신호대,유,5,19,96,128.8526192,35.08867774
3113,강서구,송정동,,1595,녹산7번신호대,유,8,24,198,128.8489490,35.08895495
3114,강서구,송정동,,1595,녹산7번신호대,유,8,24,200,128.8494900,35.08895402
3115,강서구,송정동,,1593-8,녹산8번신호대,유,6,15,92,128.8460370,35.08921908
3116,강서구,송정동,,1593-8,녹산8번신호대,유,9,24,207,128.8457680,35.08894986
3117,강서구,송정동,,1593-8,녹산8번신호대,유,8,12,71,128.8460423,35.08875773
3118,강서구,송정동,,1593-8,녹산8번신호대,유,8,24,199,128.8463179,35.08895076
3119,강서구,송정동,,1554,녹산9번신호대,유,9,24,209,128.8424708,35.08894658
3120,강서구,송정동,,1554,녹산9번신호대,유,9,24,210,128.8430097,35.08894579
3121,강서구,송정동,,1549-1,녹산10번신호대,유,13,24,150,128.8394564,35.09025587
3122,강서구,송정동,,1536,녹산10번신호대,유,8,24,196,128.8391330,35.08894054
3123,강서구,송정동,,1536,녹산10번신호대,유,6,25,145,128.8394664,35.08873967
3124,강서구,송정동,,1536,녹산10번신호대,유,8,24,199,128.8394609,35.08921054
3125,강서구,송정동,,1536,녹산10번신호대,유,8,24,195,128.8397843,35.08894301
3126,강서구,송정동,,1753-20,녹산11번신호대,유,5,27,131,128.8266915,35.09427682
3127,강서구,송정동,,1753-1,녹산11번신호대,유,5,22,111,128.8266753,35.09408333
3128,강서구,송정동,,1753-1,녹산11번신호대,유,5,27,137,128.8269182,35.09408939
3129,강서구,송정동,,1753-20,녹산11번신호대,유,6,19,114,128.8270226,35.09437652
3130,강서구,송정동,,1750,녹산12번신호대,유,8,24,200,128.8242913,35.09620487
3131,강서구,송정동,,1750,송정공원,유,17,13,173,128.8221890,35.09788094
3132,강서구,송정동,,1750,송정공원,유,10,33,131,128.8221348,35.09814735
3133,강서구,송정동,,1779,녹산공단1지점,유,29,23,203,128.8231386,35.10035613
3134,강서구,송정동,,1477,녹산공단1지점,유,4,15,62,128.8235588,35.10046319
3135,강서구,송정동,,1459,녹산공단31지점,유,8,15,122,128.8266732,35.09883142
3136,강서구,송정동,,1468,녹산공단31지점,유,8,15,122,128.8270497,35.09852669
3137,강서구,송정동,,1502-2,녹산30지점(28번신호대),유,8,15,123,128.8293453,35.09667644
3138,강서구,송정동,,1493-2,녹산30지점(28번신호대),유,8,19,151,128.8293716,35.09634103
3139,강서구,송정동,,1502-2,녹산30지점(28번신호대),유,8,15,126,128.8297757,35.09632933
3140,강서구,송정동,,1502-2,녹산30지점(28번신호대),유,8,19,147,128.8297543,35.09666371
3141,강서구,송정동,,1549-1,녹산28지점,유,8,15,123,128.8391155,35.09344668
3142,강서구,송정동,,1549-1,녹산28지점,유,8,24,200,128.8394500,35.09322217
3143,강서구,송정동,,1549-1,녹산28지점,유,8,15,127,128.8397767,35.09344925
3144,강서구,송정동,,1549-1,녹산28지점,유,8,24,201,128.8394503,35.09367324
3145,강서구,송정동,,1567-9,녹산공단26지점,유,8,15,120,128.8457420,35.09345395
3146,강서구,송정동,,1567-9,녹산공단26지점,유,6,15,90,128.8460289,35.09322771
3147,강서구,송정동,,1567-11,녹산공단26지점,유,8,15,121,128.8463000,35.09345369
3148,강서구,송정동,,1587-1,녹산공단26지점,유,6,15,93,128.8460269,35.09367805
3149,강서구,송정동,,1585-5,녹산공단24지점,유,8,15,121,128.8489465,35.09346023
3150,강서구,송정동,,1605-2,녹산공단24지점,유,8,15,124,128.8494757,35.09345977
3151,강서구,송정동,,1608-5,녹산22지점,유,8,15,120,128.8523152,35.09346552
3152,강서구,송정동,,1608-3,녹산22지점,유,9,19,165,128.8526118,35.09324094
3153,강서구,송정동,,1608-4,녹산22지점,유,8,15,120,128.8529065,35.09346598
3154,강서구,송정동,,1608-4,녹산22지점,유,8,18,151,128.8526117,35.09369102
3155,강서구,송정동,,1646-1,"녹산공단20지점(녹산23번신호대)",유,8,16,127,128.8589207,35.09347571
3156,강서구,송정동,,1646-1,"녹산공단20지점(녹산23번신호대)",유,9,15,130,128.8591885,35.09325278
3157,강서구,송정동,,1646-1,"녹산공단20지점(녹산23번신호대)",유,8,15,120,128.8594592,35.09347443
3158,강서구,송정동,,1645,"녹산공단20지점(녹산23번신호대)",유,8,15,125,128.8591931,35.09369508
3159,강서구,송정동,,1660-12,녹산공단17지점,유,8,15,124,128.8654778,35.09347976
3160,강서구,송정동,,1662-6,녹산공단17지점,유,9,19,164,128.8657680,35.09325637
3161,강서구,송정동,,1660-12,녹산공단17지점,유,8,16,128,128.8660682,35.09348397
3162,강서구,송정동,,1660-12,녹산공단17지점,유,9,19,165,128.8657750,35.09370602
3163,강서구,송정동,,1686-1,녹산2번신호대,유,8,24,198,128.8654809,35.08897475
3164,강서구,송정동,,1686-1,녹산2번신호대,유,5,19,94,128.8657771,35.08869312
3165,강서구,송정동,,1686-1,녹산2번신호대,유,8,24,202,128.8660755,35.08897313
3166,강서구,송정동,,1686-1,녹산2번신호대,유,9,19,163,128.8657775,35.08924009
3167,강서구,송정동,,1687,녹산1번신호대,유,8,24,205,128.8690932,35.08897625
3168,강서구,송정동,,185,녹산1번신호대,유,8,19,161,128.8693857,35.08926002
3169,강서구,대저1동,,2693,명성제경유리,유,7,28,178,128.9801704,35.20747127
3170,강서구,범방동,,02월 02일,경남경마공원입구,유,9,36,319,128.8810863,35.15177613
3171,강서구,명지동,,Mar-67,명지주거단지(3) 명지지하차도,유,8,16,137,128.9033860,35.08917068
3172,강서구,명지동,,Mar-67,명지주거단지(3) 명지지하차도,유,9,10,90,128.9033904,35.08891917
3173,강서구,명지동,,Mar-67,명지주거단지(3) 명지지하차도,유,8,19,161,128.9035920,35.08882798
3174,강서구,명지동,,3273,명지주거단지(2),유,8,29,243,128.8993019,35.08902847
3175,강서구,화전동,,601-1,(신호공단진입로입구)화전지구-추가2구역,유,8,23,190,128.8686014,35.10155655
3176,강서구,화전동,,601-1,(신호공단진입로입구)화전지구-추가2구역,유,10,16,136,128.8689552,35.10155242
3177,강서구,화전동,,601-1,(신호공단진입로입구)화전지구-추가2구역,유,8,24,198,128.8689569,35.10175374
3178,강서구,신호동,,185,삼성자동차동문,유,8,32,258,128.8869089,35.09444646
3179,강서구,화전동,,185,삼성자동차동문,유,8,32,260,128.8869596,35.09493398
3180,강서구,범방동,,1428-8,등대휴게소,유,6,33,203,128.8848407,35.15618281
3181,강서구,송정동,,602-4,녹산동화전부락입구,유,8,22,180,128.8659253,35.09961790
3182,강서구,녹산동,,785-2,산양삼거리,유,6,15,96,128.8728909,35.11222654
3183,강서구,녹산동,,산43,산양삼거리,유,8,28,224,128.8730452,35.11245084
3184,강서구,신호동,,185,삼성자동차주차장,유,8,31,260,128.8726836,35.08898397
3185,강서구,신호동,,185,삼성자동차주차장,유,7,20,137,128.8729979,35.08866762
3186,강서구,신호동,,185,삼성자동차주차장,유,8,31,261,128.8733086,35.08898265
3187,강서구,신호동,,185,삼성자동차정문,유,8,31,259,128.8771545,35.08899258
3188,강서구,신호동,,185,삼성자동차남문,유,8,31,263,128.8816229,35.08899835
3189,강서구,신호동,,185,삼성자동차남문,유,6,13,83,128.8819619,35.08868602
3190,강서구,대저1동,,18-Feb,대동사거리,유,9,24,205,128.9843223,35.21001407
3191,강서구,대저1동,,29-Sep,대동사거리,유,6,15,94,128.9855478,35.21092548
3192,강서구,대저2동,,Jun-40,염막부락입구,유,10,42,434,128.9456824,35.13415817
3193,강서구,대저2동,,Nov-67,순복음강변교회,유,10,43,437,128.9480246,35.13878573
3194,강서구,대저2동,,25-Feb,송백마을,유,10,42,428,128.9368839,35.11922405
3195,강서구,대저2동,,Feb-41,염막마을,유,10,42,430,128.9400890,35.12428379
3196,강서구,대저2동,,5753,동자마을,유,10,40,415,128.9437662,35.13061677
3197,강서구,명지동,,1-405,명지조정경기장,유,7,16,109,128.9314596,35.11203131
3198,강서구,녹산동,,159-3,녹산중학교,유,8,20,169,128.8896218,35.11746495
3199,강서구,명지동,,3291,임해단지(7)(명지주거단지4지점),유,9,33,266,128.9120437,35.08906347
